URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
https://www.pararius.com/apartment-for-rent/rotterdam/ead2c23e/karel-doormanstraat,Apartment Karel Doormanstraat,3012 GR (Cool),1595,43,2,Furnished,"On the 9th floor in the heart of the city center you will find this furnished 2-room apartment. Equipped with a spacious and sunny balcony at the rear of the house. Within walking distance of the central station (5 minutes), metro station Wisselplein and various tram and bus lines. The pleasant shopping street 'de Koopgoot', the Hofplein theater and various shops and restaurants are within walking distance.   ",16-08-2022,07-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2012,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ead2c23e/rotterdam/rotterdam-apartments/request-details,2022-08-17 00:22:59
https://www.pararius.com/apartment-for-rent/rotterdam/fee9e0ca/keucheniusstraat,Apartment Keucheniusstraat,3038 SK (Bergpolder),960,52,2,Shell,Nice apartment with garden for rent in Rotterdam with 1 bedroom in the Bergpolder district.,16-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/fee9e0ca/rotterdam/in-de-stad/request-details,2022-08-17 00:23:00
https://www.pararius.com/apartment-for-rent/rotterdam/ec4db7ff/schiekade,Apartment Schiekade,3032 AL (Agniesebuurt),950,35,2,Shell,Comfortable apartment for rent in Rotterdam with 1 bedroom in the Agniesebuurt district.,16-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/ec4db7ff/rotterdam/in-de-stad/request-details,2022-08-17 00:23:01
https://www.pararius.com/apartment-for-rent/rotterdam/6baa3078/schiekade,Apartment Schiekade,3032 AL (Agniesebuurt),940,29,2,Shell,Comfortable apartment for rent in Rotterdam with 1 bedroom in the Agniesebuurt district.,16-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/6baa3078/rotterdam/in-de-stad/request-details,2022-08-17 00:23:02
https://www.pararius.com/apartment-for-rent/rotterdam/dcf8c5d9/hoogstraat,Apartment Hoogstraat,3011 PT (Stadsdriehoek),1500,80,3,Furnished,Attention home sharers!  ,16-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1989,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/dcf8c5d9/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-17 00:23:03
https://www.pararius.com/apartment-for-rent/rotterdam/03014a39/taandersstraat,Apartment Taandersstraat 12 A02,3027 PV (Spangen),1750,115,5,Interior is not available,Completely renovated 5-room apartment on the 2nd and 3rd floor at Taanderstraat 12A-02 in Rotterdam West.,16-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,332,Apartment,Existing building,1925,On a quiet road,4,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/03014a39/rotterdam/rent-a-stone/request-details,2022-08-17 00:23:04
https://www.pararius.com/apartment-for-rent/rotterdam/e242cf2f/libellenstraat,Apartment Libellenstraat,3061 VG (Kralingen West),1600,83,5,Shell,Lovely apartment with balcony for rent in Rotterdam with 4 bedrooms in the Kralingen West district.,16-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,4,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/e242cf2f/rotterdam/in-de-stad/request-details,2022-08-17 00:23:05
https://www.pararius.com/apartment-for-rent/rotterdam/76e47fcc/engelsestraat,Apartment Engelsestraat 49 B,3028 CB (Oud Mathenesse),1295,90,4,Upholstered,"Spacious double layerd apartment (approx. 90 m2) in a spacious and nice street in the Oud-Mathenesse district. This house has a central location, including local shops, schools, public transport and sports clubs in the immediate vicinity.",16-08-2022,Not available to book,Specifics are not available,Reasonable,270,Apartment,Existing building,1936,Location type is not available,3,1,3,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/76e47fcc/rotterdam/tweelwonen-nl-rotterdam/request-details,2022-08-17 00:23:06
https://www.pararius.com/apartment-for-rent/rotterdam/66eda8c9/boekweitstraat,Apartment Boekweitstraat 4 BO,3073 DB (Bloemhof),1295,78,3,Interior is not available,Beautiful apartment with balcony for rent in Rotterdam with 2 bedrooms in the Bloemhof district.,16-08-2022,consultation,Specifics are not available,Good,266,Apartment,Existing building,1925,in a residential area,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/66eda8c9/rotterdam/ooms-makelaars-woningen/request-details,2022-08-17 00:23:07
https://www.pararius.com/apartment-for-rent/rotterdam/03fb6582/gouwstraat,Apartment Gouwstraat 2 A,3082 BD (Oud Charlois),1150,74,4,Interior is not available,Beautiful apartment for rent in Rotterdam with 3 bedrooms in the Oud Charlois district.,16-08-2022,Not available to book,Specifics are not available,Upkeep is not available,177,Apartment,Existing building,1927,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/03fb6582/rotterdam/real-estate/request-details,2022-08-17 00:23:08
